,0,1,2,3,4,5,6
0,14000,18000,20000,20000,28000,20000,20000
1,14000,17000,18000,20000,31000,20000,20000
2,8000,17000,17000,18000,40000,20000,20000
3,0,17000,17000,17000,49000,20000,20000
